Date,Store,Location,Product,Category,Units Sold,Unit Price,Total Sales
2024-07-02,Daily Grind,Chicago,Latte,Beverage,51,4.5,229.5
2024-07-02,Daily Grind,Chicago,Latte,Beverage,68,4.5,306.0
2024-07-02,Daily Grind,Chicago,Latte,Beverage,87,4.5,391.5
2024-07-02,Daily Grind,Chicago,Espresso,Beverage,28,3.0,84.0
2024-07-02,Daily Grind,Chicago,Bagel,Bakery,61,2.0,122.0
2024-07-02,Mocha Magic,San Francisco,Espresso,Beverage,73,3.0,219.0
2024-07-02,Mocha Magic,San Francisco,Croissant,Bakery,17,3.0,51.0
2024-07-02,Mocha Magic,San Francisco,Muffin,Bakery,93,2.5,232.5
2024-07-02,Mocha Magic,San Francisco,Latte,Beverage,91,4.5,409.5
2024-07-02,Mocha Magic,San Francisco,Croissant,Bakery,86,3.0,258.0
2024-07-02,Mocha Magic,San Francisco,Muffin,Bakery,18,2.5,45.0
2024-07-02,Mocha Magic,San Francisco,Bagel,Bakery,47,2.0,94.0
2024-07-03,Central Perk,New York,Croissant,Bakery,48,3.0,144.0
2024-07-03,Central Perk,New York,Espresso,Beverage,18,3.0,54.0
2024-07-03,Central Perk,New York,Croissant,Bakery,87,3.0,261.0
2024-07-03,Central Perk,New York,Bagel,Bakery,39,2.0,78.0
2024-07-03,Central Perk,New York,Cold Brew,Beverage,35,4.0,140.0
2024-07-03,Central Perk,New York,Bagel,Bakery,17,2.0,34.0
2024-07-03,Central Perk,New York,Cold Brew,Beverage,46,4.0,184.0
2024-07-03,Central Perk,New York,Muffin,Bakery,51,2.5,127.5
2024-07-03,Central Perk,New York,Croissant,Bakery,33,3.0,99.0
2024-07-03,Central Perk,New York,Espresso,Beverage,50,3.0,150.0
2024-07-03,Brew Haven,Los Angeles,Espresso,Beverage,57,3.0,171.0
2024-07-03,Brew Haven,Los Angeles,Bagel,Bakery,43,2.0,86.0
2024-07-03,Brew Haven,Los Angeles,Cold Brew,Beverage,11,4.0,44.0
2024-07-03,Brew Haven,Los Angeles,Bagel,Bakery,12,2.0,24.0
2024-07-03,Brew Haven,Los Angeles,Cold Brew,Beverage,71,4.0,284.0
2024-07-03,Brew Haven,Los Angeles,Croissant,Bakery,92,3.0,276.0
2024-07-03,Brew Haven,Los Angeles,Espresso,Beverage,85,3.0,255.0
2024-07-03,Daily Grind,Chicago,Croissant,Bakery,75,3.0,225.0
2024-07-03,Daily Grind,Chicago,Espresso,Beverage,85,3.0,255.0
2024-07-03,Daily Grind,Chicago,Muffin,Bakery,12,2.5,30.0
2024-07-03,Daily Grind,Chicago,Muffin,Bakery,56,2.5,140.0
2024-07-03,Daily Grind,Chicago,Croissant,Bakery,26,3.0,78.0
2024-07-03,Daily Grind,Chicago,Espresso,Beverage,93,3.0,279.0
2024-07-03,Daily Grind,Chicago,Bagel,Bakery,100,2.0,200.0
2024-07-03,Daily Grind,Chicago,Muffin,Bakery,87,2.5,217.5
2024-07-03,Daily Grind,Chicago,Latte,Beverage,51,4.5,229.5
2024-07-03,Daily Grind,Chicago,Muffin,Bakery,15,2.5,37.5
2024-07-03,Mocha Magic,San Francisco,Muffin,Bakery,66,2.5,165.0
2024-07-03,Mocha Magic,San Francisco,Latte,Beverage,29,4.5,130.5
2024-07-03,Mocha Magic,San Francisco,Bagel,Bakery,59,2.0,118.0
2024-07-03,Mocha Magic,San Francisco,Cold Brew,Beverage,100,4.0,400.0
2024-07-03,Mocha Magic,San Francisco,Latte,Beverage,24,4.5,108.0
2024-07-03,Mocha Magic,San Francisco,Espresso,Beverage,47,3.0,141.0
2024-07-04,Central Perk,New York,Bagel,Bakery,90,2.0,180.0
2024-07-04,Central Perk,New York,Croissant,Bakery,22,3.0,66.0
2024-07-04,Central Perk,New York,Espresso,Beverage,74,3.0,222.0
2024-07-04,Central Perk,New York,Bagel,Bakery,55,2.0,110.0
2024-07-04,Central Perk,New York,Croissant,Bakery,61,3.0,183.0
2024-07-04,Central Perk,New York,Cold Brew,Beverage,56,4.0,224.0
2024-07-04,Brew Haven,Los Angeles,Croissant,Bakery,65,3.0,195.0
2024-07-04,Brew Haven,Los Angeles,Muffin,Bakery,88,2.5,220.0
2024-07-04,Brew Haven,Los Angeles,Espresso,Beverage,15,3.0,45.0
2024-07-04,Brew Haven,Los Angeles,Bagel,Bakery,88,2.0,176.0
2024-07-04,Brew Haven,Los Angeles,Cold Brew,Beverage,20,4.0,80.0
2024-07-04,Brew Haven,Los Angeles,Cold Brew,Beverage,48,4.0,192.0
2024-07-04,Brew Haven,Los Angeles,Muffin,Bakery,73,2.5,182.5
2024-07-04,Brew Haven,Los Angeles,Bagel,Bakery,15,2.0,30.0
2024-07-04,Brew Haven,Los Angeles,Espresso,Beverage,91,3.0,273.0
2024-07-04,Daily Grind,Chicago,Muffin,Bakery,81,2.5,202.5
2024-07-04,Daily Grind,Chicago,Muffin,Bakery,53,2.5,132.5
2024-07-04,Daily Grind,Chicago,Cold Brew,Beverage,69,4.0,276.0
2024-07-04,Daily Grind,Chicago,Croissant,Bakery,54,3.0,162.0
2024-07-04,Daily Grind,Chicago,Croissant,Bakery,89,3.0,267.0
2024-07-04,Daily Grind,Chicago,Bagel,Bakery,76,2.0,152.0
2024-07-04,Daily Grind,Chicago,Cold Brew,Beverage,17,4.0,68.0
2024-07-04,Daily Grind,Chicago,Latte,Beverage,27,4.5,121.5
2024-07-04,Daily Grind,Chicago,Cold Brew,Beverage,98,4.0,392.0
2024-07-04,Mocha Magic,San Francisco,Muffin,Bakery,73,2.5,182.5
2024-07-04,Mocha Magic,San Francisco,Bagel,Bakery,72,2.0,144.0
2024-07-04,Mocha Magic,San Francisco,Bagel,Bakery,97,2.0,194.0
2024-07-04,Mocha Magic,San Francisco,Cold Brew,Beverage,45,4.0,180.0
2024-07-04,Mocha Magic,San Francisco,Latte,Beverage,35,4.5,157.5
2024-07-04,Mocha Magic,San Francisco,Croissant,Bakery,11,3.0,33.0
2024-07-04,Mocha Magic,San Francisco,Croissant,Bakery,89,3.0,267.0
2024-07-05,Central Perk,New York,Bagel,Bakery,66,2.0,132.0
2024-07-05,Central Perk,New York,Latte,Beverage,18,4.5,81.0
2024-07-05,Central Perk,New York,Latte,Beverage,15,4.5,67.5
2024-07-05,Central Perk,New York,Croissant,Bakery,91,3.0,273.0
2024-07-05,Central Perk,New York,Latte,Beverage,84,4.5,378.0
2024-07-05,Central Perk,New York,Espresso,Beverage,84,3.0,252.0
2024-07-05,Central Perk,New York,Latte,Beverage,54,4.5,243.0
2024-07-05,Brew Haven,Los Angeles,Espresso,Beverage,68,3.0,204.0
2024-07-05,Brew Haven,Los Angeles,Muffin,Bakery,16,2.5,40.0
2024-07-05,Brew Haven,Los Angeles,Latte,Beverage,58,4.5,261.0
2024-07-05,Brew Haven,Los Angeles,Espresso,Beverage,95,3.0,285.0
2024-07-05,Brew Haven,Los Angeles,Espresso,Beverage,54,3.0,162.0
2024-07-05,Brew Haven,Los Angeles,Espresso,Beverage,100,3.0,300.0
2024-07-05,Brew Haven,Los Angeles,Espresso,Beverage,20,3.0,60.0
2024-07-05,Brew Haven,Los Angeles,Cold Brew,Beverage,60,4.0,240.0
2024-07-05,Brew Haven,Los Angeles,Muffin,Bakery,17,2.5,42.5
2024-07-05,Daily Grind,Chicago,Cold Brew,Beverage,34,4.0,136.0
2024-07-05,Daily Grind,Chicago,Bagel,Bakery,84,2.0,168.0
2024-07-05,Daily Grind,Chicago,Croissant,Bakery,38,3.0,114.0
2024-07-05,Daily Grind,Chicago,Cold Brew,Beverage,36,4.0,144.0
2024-07-05,Daily Grind,Chicago,Bagel,Bakery,74,2.0,148.0
2024-07-05,Mocha Magic,San Francisco,Espresso,Beverage,42,3.0,126.0
2024-07-05,Mocha Magic,San Francisco,Croissant,Bakery,84,3.0,252.0
2024-07-05,Mocha Magic,San Francisco,Bagel,Bakery,89,2.0,178.0
2024-07-05,Mocha Magic,San Francisco,Espresso,Beverage,51,3.0,153.0
2024-07-05,Mocha Magic,San Francisco,Muffin,Bakery,85,2.5,212.5
2024-07-05,Mocha Magic,San Francisco,Croissant,Bakery,75,3.0,225.0
2024-07-05,Mocha Magic,San Francisco,Bagel,Bakery,21,2.0,42.0
2024-07-05,Mocha Magic,San Francisco,Latte,Beverage,42,4.5,189.0
2024-07-05,Mocha Magic,San Francisco,Croissant,Bakery,74,3.0,222.0
2024-07-06,Central Perk,New York,Muffin,Bakery,79,2.5,197.5
2024-07-06,Central Perk,New York,Cold Brew,Beverage,54,4.0,216.0
2024-07-06,Central Perk,New York,Muffin,Bakery,76,2.5,190.0
2024-07-06,Central Perk,New York,Croissant,Bakery,19,3.0,57.0
2024-07-06,Central Perk,New York,Muffin,Bakery,94,2.5,235.0
2024-07-06,Central Perk,New York,Croissant,Bakery,84,3.0,252.0
2024-07-06,Brew Haven,Los Angeles,Bagel,Bakery,25,2.0,50.0
2024-07-06,Brew Haven,Los Angeles,Cold Brew,Beverage,47,4.0,188.0
2024-07-06,Brew Haven,Los Angeles,Cold Brew,Beverage,65,4.0,260.0
2024-07-06,Brew Haven,Los Angeles,Espresso,Beverage,54,3.0,162.0
2024-07-06,Brew Haven,Los Angeles,Muffin,Bakery,63,2.5,157.5
2024-07-06,Brew Haven,Los Angeles,Muffin,Bakery,94,2.5,235.0
2024-07-06,Brew Haven,Los Angeles,Latte,Beverage,71,4.5,319.5
2024-07-06,Brew Haven,Los Angeles,Muffin,Bakery,92,2.5,230.0
2024-07-06,Brew Haven,Los Angeles,Croissant,Bakery,69,3.0,207.0
2024-07-06,Daily Grind,Chicago,Espresso,Beverage,79,3.0,237.0
2024-07-06,Daily Grind,Chicago,Espresso,Beverage,12,3.0,36.0
2024-07-06,Daily Grind,Chicago,Latte,Beverage,40,4.5,180.0
2024-07-06,Daily Grind,Chicago,Muffin,Bakery,60,2.5,150.0
2024-07-06,Daily Grind,Chicago,Latte,Beverage,54,4.5,243.0
2024-07-06,Daily Grind,Chicago,Croissant,Bakery,99,3.0,297.0
2024-07-06,Daily Grind,Chicago,Bagel,Bakery,40,2.0,80.0
2024-07-06,Daily Grind,Chicago,Espresso,Beverage,21,3.0,63.0
2024-07-06,Mocha Magic,San Francisco,Croissant,Bakery,10,3.0,30.0
2024-07-06,Mocha Magic,San Francisco,Croissant,Bakery,54,3.0,162.0
2024-07-06,Mocha Magic,San Francisco,Cold Brew,Beverage,19,4.0,76.0
2024-07-06,Mocha Magic,San Francisco,Espresso,Beverage,40,3.0,120.0
2024-07-06,Mocha Magic,San Francisco,Croissant,Bakery,84,3.0,252.0
2024-07-06,Mocha Magic,San Francisco,Cold Brew,Beverage,75,4.0,300.0
2024-07-07,Central Perk,New York,Croissant,Bakery,93,3.0,279.0
2024-07-07,Central Perk,New York,Espresso,Beverage,46,3.0,138.0
2024-07-07,Central Perk,New York,Bagel,Bakery,63,2.0,126.0
2024-07-07,Central Perk,New York,Muffin,Bakery,26,2.5,65.0
2024-07-07,Central Perk,New York,Bagel,Bakery,51,2.0,102.0
2024-07-07,Central Perk,New York,Espresso,Beverage,46,3.0,138.0
2024-07-07,Central Perk,New York,Bagel,Bakery,28,2.0,56.0
2024-07-07,Central Perk,New York,Latte,Beverage,65,4.5,292.5
2024-07-07,Central Perk,New York,Bagel,Bakery,75,2.0,150.0
2024-07-07,Central Perk,New York,Bagel,Bakery,25,2.0,50.0
2024-07-07,Brew Haven,Los Angeles,Croissant,Bakery,10,3.0,30.0
2024-07-07,Brew Haven,Los Angeles,Croissant,Bakery,24,3.0,72.0
2024-07-07,Brew Haven,Los Angeles,Bagel,Bakery,66,2.0,132.0
2024-07-07,Brew Haven,Los Angeles,Cold Brew,Beverage,20,4.0,80.0
2024-07-07,Brew Haven,Los Angeles,Bagel,Bakery,84,2.0,168.0
2024-07-07,Brew Haven,Los Angeles,Croissant,Bakery,40,3.0,120.0
2024-07-07,Brew Haven,Los Angeles,Cold Brew,Beverage,77,4.0,308.0
2024-07-07,Brew Haven,Los Angeles,Croissant,Bakery,34,3.0,102.0
2024-07-07,Daily Grind,Chicago,Muffin,Bakery,48,2.5,120.0
2024-07-07,Daily Grind,Chicago,Bagel,Bakery,29,2.0,58.0
2024-07-07,Daily Grind,Chicago,Bagel,Bakery,59,2.0,118.0
2024-07-07,Daily Grind,Chicago,Espresso,Beverage,67,3.0,201.0
2024-07-07,Daily Grind,Chicago,Espresso,Beverage,50,3.0,150.0
2024-07-07,Daily Grind,Chicago,Croissant,Bakery,81,3.0,243.0
2024-07-07,Daily Grind,Chicago,Espresso,Beverage,100,3.0,300.0
2024-07-07,Mocha Magic,San Francisco,Espresso,Beverage,88,3.0,264.0
2024-07-07,Mocha Magic,San Francisco,Latte,Beverage,38,4.5,171.0
2024-07-07,Mocha Magic,San Francisco,Espresso,Beverage,64,3.0,192.0
2024-07-07,Mocha Magic,San Francisco,Espresso,Beverage,43,3.0,129.0
2024-07-07,Mocha Magic,San Francisco,Muffin,Bakery,92,2.5,230.0
2024-07-07,Mocha Magic,San Francisco,Espresso,Beverage,71,3.0,213.0
2024-07-07,Mocha Magic,San Francisco,Bagel,Bakery,46,2.0,92.0
2024-07-07,Mocha Magic,San Francisco,Latte,Beverage,53,4.5,238.5
2024-07-07,Mocha Magic,San Francisco,Latte,Beverage,13,4.5,58.5
2024-07-08,Central Perk,New York,Croissant,Bakery,70,3.0,210.0
2024-07-08,Central Perk,New York,Cold Brew,Beverage,95,4.0,380.0
2024-07-08,Central Perk,New York,Bagel,Bakery,13,2.0,26.0
2024-07-08,Central Perk,New York,Cold Brew,Beverage,12,4.0,48.0
2024-07-08,Central Perk,New York,Muffin,Bakery,93,2.5,232.5
2024-07-08,Central Perk,New York,Latte,Beverage,29,4.5,130.5
2024-07-08,Central Perk,New York,Bagel,Bakery,82,2.0,164.0
2024-07-08,Central Perk,New York,Muffin,Bakery,69,2.5,172.5
2024-07-08,Brew Haven,Los Angeles,Croissant,Bakery,52,3.0,156.0
2024-07-08,Brew Haven,Los Angeles,Croissant,Bakery,74,3.0,222.0
2024-07-08,Brew Haven,Los Angeles,Bagel,Bakery,50,2.0,100.0
2024-07-08,Brew Haven,Los Angeles,Latte,Beverage,20,4.5,90.0
2024-07-08,Brew Haven,Los Angeles,Cold Brew,Beverage,66,4.0,264.0
2024-07-08,Brew Haven,Los Angeles,Bagel,Bakery,18,2.0,36.0
2024-07-08,Brew Haven,Los Angeles,Croissant,Bakery,90,3.0,270.0
2024-07-08,Brew Haven,Los Angeles,Croissant,Bakery,66,3.0,198.0
2024-07-08,Daily Grind,Chicago,Bagel,Bakery,81,2.0,162.0
2024-07-08,Daily Grind,Chicago,Muffin,Bakery,58,2.5,145.0
2024-07-08,Daily Grind,Chicago,Croissant,Bakery,14,3.0,42.0
2024-07-08,Daily Grind,Chicago,Croissant,Bakery,38,3.0,114.0
2024-07-08,Daily Grind,Chicago,Cold Brew,Beverage,65,4.0,260.0
2024-07-08,Mocha Magic,San Francisco,Croissant,Bakery,69,3.0,207.0
2024-07-08,Mocha Magic,San Francisco,Cold Brew,Beverage,35,4.0,140.0
2024-07-08,Mocha Magic,San Francisco,Muffin,Bakery,78,2.5,195.0
2024-07-08,Mocha Magic,San Francisco,Espresso,Beverage,21,3.0,63.0
2024-07-08,Mocha Magic,San Francisco,Latte,Beverage,63,4.5,283.5
2024-07-08,Mocha Magic,San Francisco,Croissant,Bakery,76,3.0,228.0
2024-07-08,Mocha Magic,San Francisco,Espresso,Beverage,34,3.0,102.0
2024-07-08,Mocha Magic,San Francisco,Bagel,Bakery,37,2.0,74.0
2024-07-09,Central Perk,New York,Cold Brew,Beverage,87,4.0,348.0
2024-07-09,Central Perk,New York,Cold Brew,Beverage,65,4.0,260.0
2024-07-09,Central Perk,New York,Espresso,Beverage,77,3.0,231.0
2024-07-09,Central Perk,New York,Latte,Beverage,99,4.5,445.5
2024-07-09,Central Perk,New York,Bagel,Bakery,21,2.0,42.0
2024-07-09,Central Perk,New York,Espresso,Beverage,77,3.0,231.0
2024-07-09,Central Perk,New York,Bagel,Bakery,32,2.0,64.0
2024-07-09,Central Perk,New York,Bagel,Bakery,42,2.0,84.0
2024-07-09,Central Perk,New York,Espresso,Beverage,41,3.0,123.0
2024-07-09,Central Perk,New York,Latte,Beverage,28,4.5,126.0
2024-07-09,Brew Haven,Los Angeles,Croissant,Bakery,43,3.0,129.0
2024-07-09,Brew Haven,Los Angeles,Bagel,Bakery,26,2.0,52.0
2024-07-09,Brew Haven,Los Angeles,Cold Brew,Beverage,56,4.0,224.0
2024-07-09,Brew Haven,Los Angeles,Croissant,Bakery,33,3.0,99.0
2024-07-09,Brew Haven,Los Angeles,Bagel,Bakery,53,2.0,106.0
2024-07-09,Brew Haven,Los Angeles,Bagel,Bakery,20,2.0,40.0
2024-07-09,Brew Haven,Los Angeles,Croissant,Bakery,70,3.0,210.0
2024-07-09,Brew Haven,Los Angeles,Cold Brew,Beverage,77,4.0,308.0
2024-07-09,Brew Haven,Los Angeles,Muffin,Bakery,11,2.5,27.5
2024-07-09,Brew Haven,Los Angeles,Latte,Beverage,74,4.5,333.0
2024-07-09,Daily Grind,Chicago,Croissant,Bakery,46,3.0,138.0
2024-07-09,Daily Grind,Chicago,Cold Brew,Beverage,93,4.0,372.0
2024-07-09,Daily Grind,Chicago,Espresso,Beverage,89,3.0,267.0
2024-07-09,Daily Grind,Chicago,Cold Brew,Beverage,88,4.0,352.0
2024-07-09,Daily Grind,Chicago,Latte,Beverage,98,4.5,441.0
2024-07-09,Mocha Magic,San Francisco,Muffin,Bakery,100,2.5,250.0
2024-07-09,Mocha Magic,San Francisco,Espresso,Beverage,15,3.0,45.0
2024-07-09,Mocha Magic,San Francisco,Croissant,Bakery,23,3.0,69.0
2024-07-09,Mocha Magic,San Francisco,Latte,Beverage,79,4.5,355.5
2024-07-09,Mocha Magic,San Francisco,Muffin,Bakery,47,2.5,117.5
2024-07-09,Mocha Magic,San Francisco,Cold Brew,Beverage,59,4.0,236.0
2024-07-10,Central Perk,New York,Cold Brew,Beverage,41,4.0,164.0
2024-07-10,Central Perk,New York,Latte,Beverage,80,4.5,360.0
2024-07-10,Central Perk,New York,Bagel,Bakery,95,2.0,190.0
2024-07-10,Central Perk,New York,Croissant,Bakery,28,3.0,84.0
2024-07-10,Central Perk,New York,Bagel,Bakery,43,2.0,86.0
2024-07-10,Central Perk,New York,Latte,Beverage,73,4.5,328.5
2024-07-10,Central Perk,New York,Croissant,Bakery,40,3.0,120.0
2024-07-10,Central Perk,New York,Latte,Beverage,92,4.5,414.0
2024-07-10,Brew Haven,Los Angeles,Croissant,Bakery,51,3.0,153.0
2024-07-10,Brew Haven,Los Angeles,Muffin,Bakery,14,2.5,35.0
2024-07-10,Brew Haven,Los Angeles,Bagel,Bakery,31,2.0,62.0
2024-07-10,Brew Haven,Los Angeles,Latte,Beverage,56,4.5,252.0
2024-07-10,Brew Haven,Los Angeles,Croissant,Bakery,18,3.0,54.0
2024-07-10,Brew Haven,Los Angeles,Espresso,Beverage,12,3.0,36.0
2024-07-10,Brew Haven,Los Angeles,Bagel,Bakery,23,2.0,46.0
2024-07-10,Brew Haven,Los Angeles,Espresso,Beverage,48,3.0,144.0
2024-07-10,Brew Haven,Los Angeles,Muffin,Bakery,29,2.5,72.5
2024-07-10,Daily Grind,Chicago,Muffin,Bakery,94,2.5,235.0
2024-07-10,Daily Grind,Chicago,Bagel,Bakery,88,2.0,176.0
2024-07-10,Daily Grind,Chicago,Muffin,Bakery,13,2.5,32.5
2024-07-10,Daily Grind,Chicago,Croissant,Bakery,20,3.0,60.0
2024-07-10,Daily Grind,Chicago,Latte,Beverage,57,4.5,256.5
2024-07-10,Mocha Magic,San Francisco,Croissant,Bakery,56,3.0,168.0
2024-07-10,Mocha Magic,San Francisco,Bagel,Bakery,27,2.0,54.0
2024-07-10,Mocha Magic,San Francisco,Bagel,Bakery,59,2.0,118.0
2024-07-10,Mocha Magic,San Francisco,Croissant,Bakery,54,3.0,162.0
2024-07-10,Mocha Magic,San Francisco,Espresso,Beverage,18,3.0,54.0
2024-07-10,Mocha Magic,San Francisco,Cold Brew,Beverage,15,4.0,60.0
2024-07-10,Mocha Magic,San Francisco,Espresso,Beverage,96,3.0,288.0
2024-07-11,Central Perk,New York,Espresso,Beverage,46,3.0,138.0
2024-07-11,Central Perk,New York,Latte,Beverage,46,4.5,207.0
2024-07-11,Central Perk,New York,Muffin,Bakery,64,2.5,160.0
2024-07-11,Central Perk,New York,Cold Brew,Beverage,72,4.0,288.0
2024-07-11,Central Perk,New York,Cold Brew,Beverage,28,4.0,112.0
2024-07-11,Brew Haven,Los Angeles,Cold Brew,Beverage,35,4.0,140.0
2024-07-11,Brew Haven,Los Angeles,Muffin,Bakery,35,2.5,87.5
2024-07-11,Brew Haven,Los Angeles,Espresso,Beverage,46,3.0,138.0
2024-07-11,Brew Haven,Los Angeles,Espresso,Beverage,67,3.0,201.0
2024-07-11,Brew Haven,Los Angeles,Bagel,Bakery,65,2.0,130.0
2024-07-11,Brew Haven,Los Angeles,Croissant,Bakery,58,3.0,174.0
2024-07-11,Brew Haven,Los Angeles,Croissant,Bakery,41,3.0,123.0
2024-07-11,Brew Haven,Los Angeles,Bagel,Bakery,73,2.0,146.0
2024-07-11,Daily Grind,Chicago,Croissant,Bakery,28,3.0,84.0
2024-07-11,Daily Grind,Chicago,Bagel,Bakery,29,2.0,58.0
2024-07-11,Daily Grind,Chicago,Muffin,Bakery,53,2.5,132.5
2024-07-11,Daily Grind,Chicago,Bagel,Bakery,49,2.0,98.0
2024-07-11,Daily Grind,Chicago,Cold Brew,Beverage,45,4.0,180.0
2024-07-11,Mocha Magic,San Francisco,Bagel,Bakery,16,2.0,32.0
2024-07-11,Mocha Magic,San Francisco,Bagel,Bakery,42,2.0,84.0
2024-07-11,Mocha Magic,San Francisco,Muffin,Bakery,89,2.5,222.5
2024-07-11,Mocha Magic,San Francisco,Cold Brew,Beverage,77,4.0,308.0
2024-07-11,Mocha Magic,San Francisco,Latte,Beverage,41,4.5,184.5
2024-07-11,Mocha Magic,San Francisco,Muffin,Bakery,63,2.5,157.5
2024-07-11,Mocha Magic,San Francisco,Bagel,Bakery,63,2.0,126.0
2024-07-12,Central Perk,New York,Bagel,Bakery,37,2.0,74.0
2024-07-12,Central Perk,New York,Espresso,Beverage,38,3.0,114.0
2024-07-12,Central Perk,New York,Croissant,Bakery,43,3.0,129.0
2024-07-12,Central Perk,New York,Bagel,Bakery,86,2.0,172.0
2024-07-12,Central Perk,New York,Espresso,Beverage,70,3.0,210.0
2024-07-12,Brew Haven,Los Angeles,Cold Brew,Beverage,43,4.0,172.0
2024-07-12,Brew Haven,Los Angeles,Bagel,Bakery,59,2.0,118.0
2024-07-12,Brew Haven,Los Angeles,Muffin,Bakery,25,2.5,62.5
2024-07-12,Brew Haven,Los Angeles,Croissant,Bakery,20,3.0,60.0
2024-07-12,Brew Haven,Los Angeles,Muffin,Bakery,18,2.5,45.0
2024-07-12,Daily Grind,Chicago,Espresso,Beverage,20,3.0,60.0
2024-07-12,Daily Grind,Chicago,Croissant,Bakery,44,3.0,132.0
2024-07-12,Daily Grind,Chicago,Muffin,Bakery,39,2.5,97.5
2024-07-12,Daily Grind,Chicago,Muffin,Bakery,79,2.5,197.5
2024-07-12,Daily Grind,Chicago,Cold Brew,Beverage,81,4.0,324.0
2024-07-12,Daily Grind,Chicago,Muffin,Bakery,53,2.5,132.5
2024-07-12,Daily Grind,Chicago,Latte,Beverage,84,4.5,378.0
2024-07-12,Daily Grind,Chicago,Latte,Beverage,99,4.5,445.5
2024-07-12,Mocha Magic,San Francisco,Croissant,Bakery,26,3.0,78.0
2024-07-12,Mocha Magic,San Francisco,Bagel,Bakery,62,2.0,124.0
2024-07-12,Mocha Magic,San Francisco,Latte,Beverage,19,4.5,85.5
2024-07-12,Mocha Magic,San Francisco,Muffin,Bakery,46,2.5,115.0
2024-07-12,Mocha Magic,San Francisco,Espresso,Beverage,61,3.0,183.0
2024-07-13,Central Perk,New York,Croissant,Bakery,98,3.0,294.0
2024-07-13,Central Perk,New York,Bagel,Bakery,21,2.0,42.0
2024-07-13,Central Perk,New York,Latte,Beverage,95,4.5,427.5
2024-07-13,Central Perk,New York,Latte,Beverage,87,4.5,391.5
2024-07-13,Central Perk,New York,Croissant,Bakery,41,3.0,123.0
2024-07-13,Central Perk,New York,Espresso,Beverage,69,3.0,207.0
2024-07-13,Central Perk,New York,Espresso,Beverage,20,3.0,60.0
2024-07-13,Central Perk,New York,Bagel,Bakery,24,2.0,48.0
2024-07-13,Brew Haven,Los Angeles,Cold Brew,Beverage,98,4.0,392.0
2024-07-13,Brew Haven,Los Angeles,Cold Brew,Beverage,97,4.0,388.0
2024-07-13,Brew Haven,Los Angeles,Espresso,Beverage,52,3.0,156.0
2024-07-13,Brew Haven,Los Angeles,Muffin,Bakery,67,2.5,167.5
2024-07-13,Brew Haven,Los Angeles,Cold Brew,Beverage,32,4.0,128.0
2024-07-13,Brew Haven,Los Angeles,Bagel,Bakery,75,2.0,150.0
2024-07-13,Brew Haven,Los Angeles,Bagel,Bakery,30,2.0,60.0
2024-07-13,Brew Haven,Los Angeles,Cold Brew,Beverage,94,4.0,376.0
2024-07-13,Brew Haven,Los Angeles,Espresso,Beverage,90,3.0,270.0
2024-07-13,Daily Grind,Chicago,Latte,Beverage,75,4.5,337.5
2024-07-13,Daily Grind,Chicago,Espresso,Beverage,11,3.0,33.0
2024-07-13,Daily Grind,Chicago,Cold Brew,Beverage,41,4.0,164.0
2024-07-13,Daily Grind,Chicago,Croissant,Bakery,53,3.0,159.0
2024-07-13,Daily Grind,Chicago,Croissant,Bakery,56,3.0,168.0
2024-07-13,Daily Grind,Chicago,Cold Brew,Beverage,87,4.0,348.0
2024-07-13,Daily Grind,Chicago,Espresso,Beverage,24,3.0,72.0
2024-07-13,Daily Grind,Chicago,Espresso,Beverage,60,3.0,180.0
2024-07-13,Daily Grind,Chicago,Croissant,Bakery,16,3.0,48.0
2024-07-13,Mocha Magic,San Francisco,Bagel,Bakery,49,2.0,98.0
2024-07-13,Mocha Magic,San Francisco,Bagel,Bakery,28,2.0,56.0
2024-07-13,Mocha Magic,San Francisco,Bagel,Bakery,37,2.0,74.0
2024-07-13,Mocha Magic,San Francisco,Latte,Beverage,51,4.5,229.5
2024-07-13,Mocha Magic,San Francisco,Latte,Beverage,64,4.5,288.0
2024-07-13,Mocha Magic,San Francisco,Muffin,Bakery,59,2.5,147.5
2024-07-14,Central Perk,New York,Espresso,Beverage,71,3.0,213.0
2024-07-14,Central Perk,New York,Espresso,Beverage,18,3.0,54.0
2024-07-14,Central Perk,New York,Cold Brew,Beverage,77,4.0,308.0
2024-07-14,Central Perk,New York,Cold Brew,Beverage,31,4.0,124.0
2024-07-14,Central Perk,New York,Croissant,Bakery,97,3.0,291.0
2024-07-14,Central Perk,New York,Muffin,Bakery,76,2.5,190.0
2024-07-14,Central Perk,New York,Cold Brew,Beverage,73,4.0,292.0
2024-07-14,Brew Haven,Los Angeles,Espresso,Beverage,15,3.0,45.0
2024-07-14,Brew Haven,Los Angeles,Muffin,Bakery,56,2.5,140.0
2024-07-14,Brew Haven,Los Angeles,Muffin,Bakery,94,2.5,235.0
2024-07-14,Brew Haven,Los Angeles,Croissant,Bakery,88,3.0,264.0
2024-07-14,Brew Haven,Los Angeles,Latte,Beverage,38,4.5,171.0
2024-07-14,Brew Haven,Los Angeles,Latte,Beverage,15,4.5,67.5
2024-07-14,Brew Haven,Los Angeles,Cold Brew,Beverage,87,4.0,348.0
2024-07-14,Brew Haven,Los Angeles,Bagel,Bakery,59,2.0,118.0
2024-07-14,Brew Haven,Los Angeles,Latte,Beverage,23,4.5,103.5
